name,description,logo,product_types,sectors,city,website,hashtags,total_funding
BIGBLUE,"Transformez votre logistique en un levier de croissance ! Maîtrisez facilement toute votre logistique, gagnez du temps, optimisez vos processus et contribuez à la croissance de votre entreprise.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/bb2db8b6-2a66-402e-a80d-800513d0daeb,"['Software', 'Transport / Logistique', '', '', '', '', '', '']","['Software', 'Transport / Logistique', '', '', '', '', '', '']",,,[],
NENUPHAR,"Conception, production et vente d'équipements de production d'énergie.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/5b4419bf-70e2-4cca-a747-1eba825f29f7,"['Energie / Utilities', 'Environnement / Écologie', 'Clean Tech', 'Hauts-De-France', 'Nord', '', '']","['Energie / Utilities', 'Environnement / Écologie', 'Clean Tech', 'Hauts-De-France', 'Nord', '', '']",,http://www.nenuphar-wind.com/fr/,[],
Powder,"Powder a comme ambition de devenir la caméra du métaverse. Le métaverse est en train de naître et, avec lui, de nouvelles façons de vivre la réalité. Pour que cela se produise, nous aurons besoin d'une infrastructure sans précédent. Powder est l'une des n",https://upload.prd.hbd.cloud.bpifrance.fr/051bc67a-2ef9-4e7b-b948-3cf07d4f2cae,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']",,https://powder.gg/,[],
WIZBII,1ère plateforme pour l’emploi et l’entrepreneuriat des jeunes,https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/By9C5GQwM.jpg,"['Ressources Humaines', 'RHtech', 'B2B', 'B2C', 'Auvergne-Rhône-Alpes', '', '', '']","['Ressources Humaines', 'RHtech', 'B2B', 'B2C', 'Auvergne-Rhône-Alpes', '', '', '']",,http://www.wizbii.com/,"['#Social Media', '#recrutement']",
Iktos,"Specializing in the development of artificial intelligence solutions applied to chemical research, more specifically medicinal chemistry and new drug design",https://upload.prd.hbd.cloud.bpifrance.fr/6bedfc4e-7592-49a5-a064-0701eba4c6c3,"['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",,http://iktos.ai/,[],
ERGOSUP,"La société développe un procédé innovant d’électrolyse, qui permet de produire de l’hydrogène « vert », directement à très haute pression. Elle vise des applications dans le domaine de l'hydrogène industriel et de la mobilité propre.

#cleantech",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/bed0f94c78517a32d1717a2cd6dce83b,"['', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '']",,,[],
Pherecydes Pharma,Traitements antibactériens basés sur les bactériophages pour combattre les infections résistantes aux antibiotiques.,https://upload.prd.hbd.cloud.bpifrance.fr/dcef39e0-6262-4bf7-bc5a-464b408c9ba0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']",,https://www.pherecydes-pharma.com/,[],
Dust mobile,Opérateur de réseau mobile virtuel français spécialisé dans la sécurisation des communications,https://upload.prd.hbd.cloud.bpifrance.fr/494c7570-2334-422c-aa06-57abf841be4f,"['Software', 'Sécurité / Défense', '', '', '', '', '']","['Software', 'Sécurité / Défense', '', '', '', '', '']",,https://dustmobile.com/,[],
Milla,"Milla conçoit, fabrique, développe et opère des navettes autonomes électriques à destination du transport de personnes et de biens",https://upload.prd.hbd.cloud.bpifrance.fr/2d406e8a-0697-4862-8ae3-d131f312606a,"['', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '']",,https://millagroup.fr/comingsoon/,[],
Evertree,"Evertree, conçoit et développe des alternatives biosourcées à partir de tourteaux végétaux à destination des panneaux de bois composites en substitution des intermédiaires chimiques traditionnels générant des composés organiques volatils.",https://upload.prd.hbd.cloud.bpifrance.fr/cfc8ac22-2760-444a-813f-c9ea20620d5a,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']",,https://www.evertree-technologies.com/,[],
Advicenne Pharma,médicaments pédiatriques destinés aux traitements de maladies orphelinnes,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/fb352a51-3173-49f5-b77f-03728649b3c9,"['Physique / Hardware', 'Santé', '', '', '', '', '', '', '', '', '']","['Physique / Hardware', 'Santé', '', '', '', '', '', '', '', '', '']",,https://advicenne-pharma.fr/medicaments/,['#Pharmaceutical'],
Farmitoo,"Marketplace proposant aux professionnels de l'agriculture des machines et équipements agricoles, à un tarif négocié auprès des fabricants partenaires.
 
 L’entreprise Farmitoo a été fondée en 2017 par quatre associés aux profils complémentaires. Mathilde Le",https://upload.prd.hbd.cloud.bpifrance.fr/846bafea-9ffc-40ba-8297-da799a22246c,"['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",,https://www.farmitoo.com/fr/,[],
DFNS,Dfns est une société de cybersécurité qui construit un SaaS pour la sécurisation d’actifs numériques. Leur mission est d'apporter de la sérénité à la finance décentralisée en éliminant les nouveaux risques de la blockchain et en rendant les transactions d,https://upload.prd.hbd.cloud.bpifrance.fr/5681e62f-1d5e-4ae1-a058-01d1b6795133,"['', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '']",,https://www.dfns.co/,[],
Meiogenix,"Meiogenix, société de biotechnologie végétale qui exploite le potentiel du 
 chromosome editing
 pour augmenter la diversité génétique dans l’alimentation et l’agriculture.",https://upload.prd.hbd.cloud.bpifrance.fr/f7cb7c86-49f1-40b9-9b9a-009fb7e5e658,"['Alimentaire', 'Santé', 'Deeptech', 'Food Tech / Agritech', 'Health Tech / Medtech', '', '', '']","['Alimentaire', 'Santé', 'Deeptech', 'Food Tech / Agritech', 'Health Tech / Medtech', '', '', '']",,https://meiogenix.com/,[],
GYMLIB,"Gymlib, l’offre sport et bien-être pour améliorer la cohésion de vos équipes.
- Un abonnement unique donnant accès à +3500 partenaires sport et bien-être.
- Un accompagnement axé sur la qualité de vie au travail et la marque employeur.
- Une offre réservée uniquement aux entreprises.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/03c141dd-3bba-4486-9dff-3a1270ce550f,"['Santé', 'Sports', 'E-Commerce', 'MarketPlace', 'B2C', 'Île-De-France', '', '']","['Santé', 'Sports', 'E-Commerce', 'MarketPlace', 'B2C', 'Île-De-France', '', '']",,https://www.gymlib.com/fr,[],
Mon Petit Placement,"Offre d'investissements financiers, qui se décline sous la forme d'assurance vie en unités de compte et en gestion conseillée, répondant à plusieurs profils de risque.",https://upload.prd.hbd.cloud.bpifrance.fr/1307a42c-7ad2-44b8-a2de-9f90e4617399,"['', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '']",,https://www.monpetitplacement.fr/,[],
Arterial Remodelling Technologies,ART est un innovateur de premier plan dans le domaine de la prochaine génération de BioResorbable Scaffolds (BRS) qui favorisent le remodelage naturel d'une artère blessée après une angioplastie vasculaire.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/01b02571-b101-49f2-a41e-371c448877f5,"['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",,,"['#Medical Device', '#Biotechnology', '#Life Science']",
Apex Energies,"Apex Energies est un producteur d'énergie indépendant, a été l'un des pionniers de l'énergie solaire",https://upload.prd.hbd.cloud.bpifrance.fr/a5a150b9-24da-4a28-9ef0-8b7ab0243623,"['', '', '', '', '']","['', '', '', '', '']",,https://www.apexenergies.fr/,[],
Gaïago,"An Agtech company producing a new generation of soil improvements tools, effective for all agricultures",https://upload.prd.hbd.cloud.bpifrance.fr/3d29ca06-4000-4065-91c8-4f940bd1d139,"['Software', 'Alimentaire', '', '', '']","['Software', 'Alimentaire', '', '', '']",,http://www.gaiago.eu/,[],
Mob Energy,"Mob-Energy, créée à Lyon en 2018, conçoit et fabrique des solutions visant à recharger le maximum de voitures avec le moins de puissance possible grâce à deux piliers technologiques : le stockage d’énergie – dans des batteries de réemploi – et l’utilisati",https://upload.prd.hbd.cloud.bpifrance.fr/7ebfaed2-da38-4348-a78b-9bb379e7fce4,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '']",,https://www.mob-energy.com/,[],
Édifice,Open Digital Education - Reinventing school with digital technology,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/b6d5ed44-9b8b-416e-ba50-8c24404d54a1,"['Software', 'Education / Formation', '', '', '', '', '', '', '', '', '', '']","['Software', 'Education / Formation', '', '', '', '', '', '', '', '', '', '']",,,[],
Techniwood,"Ossature en bois, construction & structure en bois, norme DTU 31.2 : Techniwood",https://upload.prd.hbd.cloud.bpifrance.fr/81d31d94-cb46-4e04-a14c-23494fd63ccd,"['Physique / Hardware', 'Immobilier', 'B2B', 'Nouvelle-Aquitaine', '', '']","['Physique / Hardware', 'Immobilier', 'B2B', 'Nouvelle-Aquitaine', '', '']",,,[],
Sequoiasoft,"Un partenaire informatique de premier plan dans l'hôtellerie, éditeur de logiciel dédié aux secteurs de l'hébergement, de la restauration et du bien-être",https://upload.prd.hbd.cloud.bpifrance.fr/8657cf8f-217f-48ce-8e83-2ba488f80d8e,"['', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '']",,https://www.sequoiasoft.com/,[],
STOOTIE,"Avec plus d’1 million de personnes partout en France, trouvez rapidement la personne qu’il vous faut, pour tous vos besoins et au meilleur prix !",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/HJ5YZ7UnG.png%3F_nc_cat%3D0%26oh%3D08063dd8563e8e216a7c1a39ccc09844%26oe%3D5B605180,"['Transport / Logistique', 'Logistique / Opérations', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Transport / Logistique', 'Logistique / Opérations', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,https://stootie.com/,['#Real Time'],
PRETUP-UNILEND,"Plateforme de prêts aux entreprises (crowwdlending). Communauté N°1 en France avec 60000 investisseurs. Deux plateformes PretUp & Unilend
PretUp : 260 entreprises financées depuis 2015 pour 11.5M€
Unilend : 432 entreprises financées depuis 2013 pour 33.5M€",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/8954c9b5-0547-40b4-af52-fdd63ee502fb,"['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",,,[],
Konect,Konect aide les utilisateurs à créer leur propre site web. Cela permet de centraliser tous les contenus en ligne en un seul endroit pour les rendre facilement partageable avec la communauté.,https://upload.prd.hbd.cloud.bpifrance.fr/765e6e55-9f9c-4047-ba36-035815fdf691,"['', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '']",,https://www.kovalee.app/,[],
PowerZ,"Fondé en 2020, PowerZ est un mouvement pour repenser l’éducation et construire un leader européen de la EdTech libre, ouvert et bienveillant. PowerZ est le premier jeu vidéo intelligent qui permet à tous les enfants du monde d’explorer l’univers des possi",https://upload.prd.hbd.cloud.bpifrance.fr/e911fd56-4cc2-40d4-a7ad-4a1d5f5d0685,"['', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '']",,https://powerz.tech/,[],
Wildmoka,Active les services de streaming vidéo à la demande pour les diffuseurs,https://upload.prd.hbd.cloud.bpifrance.fr/dd3a4310-f353-4550-8a7d-81718f000802,"['IT / Digital', 'Marketing / Communication', 'B2B', 'Valbonne']","['IT / Digital', 'Marketing / Communication', 'B2B', 'Valbonne']",Valbonne,http://wildmoka.com/,[],
Willo,Robot brosse à dents à destination des enfants avec injection automatique d’eau et dentifrice,https://upload.prd.hbd.cloud.bpifrance.fr/49ace4f3-a811-411b-bffb-612d1e4c1ba6,"['Physique / Hardware', 'Santé', '', '', '', '', '', '', '', '']","['Physique / Hardware', 'Santé', '', '', '', '', '', '', '', '']",,https://www.willo.com/,[],
Faume,Solutions technologiques et logistiques permettant aux marques de luxe et de prêt-à-porter de se lancer sur le marché de la seconde main. Elle met à leur disposition un site e-commerce personnalisable à travers lequel les clients peuvent renvoyer gratuite,https://upload.prd.hbd.cloud.bpifrance.fr/cb7984ac-a157-46bb-9eb5-dc81b1549b1a,"['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",,https://www.faume.co/,[],
Coldway Technologies,"Coldway a basé son développement sur l’innovation dans le froid notamment grâce à son système thermochimique breveté. Elle conçoit, fabrique et distribue depuis de plus de 10 ans des produits dédiés à la chaîne du froid pour le transport et le stockage des produits thermosensibles.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/b2dec067-1ea7-437c-b431-6c8a515f05c1,"['Software', 'Transport / Logistique', '', '', '', '', '', '']","['Software', 'Transport / Logistique', '', '', '', '', '', '']",,,"['#technologie', '#container', '#produits', '#refrigerated', '#solutions', '#box', '#cold', '#transport', '#froid', '#expertise', '#alcatherm', '#room', '#products', '#innovations', '#system', '#temperature', '#les', '#press', '#logistique', '#coldway']",
Nextmind,"A neurotechnology startup developing a groundbreaking, noninvasive, AI-based brain-computer interface for the mass market",https://upload.prd.hbd.cloud.bpifrance.fr/e79a36f2-69ef-4ea4-90d3-a0cf1b0065d1,"['Physique / Hardware', 'Santé', '', '', '', '', '', '', '', '', '']","['Physique / Hardware', 'Santé', '', '', '', '', '', '', '', '', '']",,http://next-mind.com/,[],
GENY MOBILE,"Genymobile est créée en 2011 autour du support de solutions Android.
Elle propose son expertise technique sur les projets d'iOT fonctionnant sur Android et a développé la solution Genymotion - un émulateur d'Android dans le Cloud - qui permet, en autres, de d'aller plus vite sur l'automatisation des tests des app Android.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/4e90a129-6cef-4a76-a6c6-93eaae08cc1b,"['', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '']",,,[],
ACINQ,"Développement de divers solutions et outils (wallet, node, API) autour du Lighting Network, la principale technologie visant à rendre la blockchain du Bitcoin plus scalable",https://upload.prd.hbd.cloud.bpifrance.fr/cb9c7b23-37aa-4a5c-be56-e4fe3dc9bf84,"['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",,https://acinq.co/,[],
Tenacy,All your cyber in one place,https://upload.prd.hbd.cloud.bpifrance.fr/8b87395e-5f44-4242-a7a0-658eb2a2551c,"['Software', 'Sécurité / Défense', 'Transport / Logistique', 'Finance / Administration', 'IT / Digital', 'Logistique / Opérations', 'B2B', '']","['Software', 'Sécurité / Défense', 'Transport / Logistique', 'Finance / Administration', 'IT / Digital', 'Logistique / Opérations', 'B2B', '']",,https://tenacy.io/,[],
Playtime,"Playtime est une société de financement, d'investissement et de vente engagée dans l'amplification de diverses voix à travers le monde.
Playtime est reconnue pour la qualité de ses choix artistiques et son dévouement aux contenus innovants. Parmi ses récents succès, citons SON OF SAUL (lauréat de l'Oscar 2016), 120 BPM (Grand Prix, Cannes 2018), BY THE GRACE OF GOD (Ours d'argent, Berlin 2019).",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/388e4d94-e6ea-4ae6-8eb1-c37cc500d639,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']",,https://playtime.group/,[],
Tennaxia,Tennaxia apporte des solutions pour la performance extra-financière des entreprises,https://upload.prd.hbd.cloud.bpifrance.fr/58928e4f-aa4c-4c68-921c-50e9d0da06fb,"['Ressources Humaines', 'RHtech', 'B2B', 'Pays De La Loire', '', '']","['Ressources Humaines', 'RHtech', 'B2B', 'Pays De La Loire', '', '']",,http://tennaxia.com/,[],
Ambler,"Plateforme qui agrège l'offre et les disponibilités des transporteurs sanitaires, pour proposer aux établissements une solution simple et fiable de réservation et de gestion des transports pour leurs patients
 
 Depuis 2018, Ambler centralise et organise le",https://upload.prd.hbd.cloud.bpifrance.fr/f276fcda-3ade-48f9-be9b-effe0b064c81,"['', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '']",,http://www.ambler.fr/,[],
