nom,description,logo,Date dernier financement,Série,LinkedIn,Type d'organisme,SIREN,Activité principale,market,valeur_entreprise,mots_cles_def,Effectif_def,site_web_def,adresse_def,date_creation_def,Nom,Prenom,Poste,Montant_def
audience plus,"Helps brands personalize the interaction with their customers, and automate campaigns to optimize engagement, conversion, and retention",https://storage.googleapis.com/dealroom-images-production/40/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMi8wNC8yMS9jNWM4YzQ0MzQ1NDQ2Mjg4MGFlOGJmZjcwOGFhOWUxZA==.png,,,,,Non disponible,,B2B,€7—11m,"crm & sales, enterprise software, marketing, marketing analytics, saas, subscription",3 à 5 salariés,,"Levallois-Perret, France",2014-01-01,,,,1800000.0
aufeminin group,An online and interactive magazine aimed at women,https://storage.googleapis.com/dealroom-images-production/58/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMi8wNC8yMS9mNzBhODM0NmI3YzE1ZDkwNThlOTRiNzk5NDIwMjdiMg==.png,,,,,Non disponible,,B2C,,"advertising, media, publishing",50 à 99 salariés,,"Paris, France",1999-01-01,,,,
aurel&axel,"AN INNOVATIVE, SUSTAINABLE AND SCALABLE URBAN FARMING MODEL",https://storage.googleapis.com/dealroom-images-production/14/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yOC81NGIzMGQyNzMyODE2MTkyMTczYTQ5YWI1OTY2NGNlMA==.png,,,,,Non disponible,,B2B,€1—2m,"agritech, b2c, blockchain, food, food logistics & delivery, manufacturing, marketplace & ecommerce, selling own inventory",3 à 5 salariés,,"Bettembourg, Luxembourg",,,,,300000.0
aurore market,"Le meilleur du bio, moins cher, Online organic store - Community of responsible consumers - we democratize sustainable, healthy and fair consumption","https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/auroree.png, https://storage.googleapis.com/dealroom-images-production/db/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNC8yMmZkZWY0NDc5MGU1OTk1MjY5N2QxMzhhZDJmMDNiNg==.png",,,,,Non disponible,,B2C,€6—9m,"catégorie non disponible, marketplace & ecommerce, food, commission",3 à 5 salariés,https://auroremarket.fr/?utm_source=LesPepitesTech.com,"Paris, Paris, France",,,,,1500000.0
aussitôt bon,La box repas cuisinée à basse température,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_aussitotbon_baseline.png,,,,,Non disponible,,,,foodtech,,https://aussitotbon.fr/?utm_source=LesPepitesTech.com,"231 Rue Saint-Honoré, Paris",,,,,
authentication industries,"Develops, markets and distributes a 100% unbreakable printable security code",https://storage.googleapis.com/dealroom-images-production/13/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNS8xYWU2Mjc5NGZiNzhkMjQzZWE4MzY0ZmE1NWY4OWVhYg==.png,,,,,Non disponible,,B2B,€1—2m,"big data, enterprise software, public safety, saas, security, subscription",3 à 5 salariés,,"Montpellier, France",,,,,300000.0
autocerfa,Automated vehicle registration and credit management solutions for automotive professionals with seamless SIV connectivity,https://storage.googleapis.com/dealroom-images-production/56/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8yNi9iMzJmNjNmZDQzYmYwOTcxMjNmZTZhZGFmYzVkNDMzZQ==.png,,,,,Non disponible,,B2B,,"fintech, mobile app, saas, subscription",3 à 5 salariés,,"Paris, France",2016-01-01,,,,
autodm ai,Autodm AI is the leading Conversational AI software provider specialized in boosting sales conversion,https://storage.googleapis.com/dealroom-images-production/8c/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi9hNTM5NWFkMzkwOTgyODBmNGIzYmEyZjk3ZWY1ZWM2Mg==.png,,,,,Non disponible,,B2B,,"artificial intelligence, commission, crm & sales, marketing, saas",3 à 5 salariés,,"Paris, France",2023-01-01,,,,
autolex,"Avec AutoLex AI, automatisez la revue juridique et l'analyse de conformité.",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/autolex-vector-logo.png,,,,,Non disponible,,,,legaltech,,https://www.autolex.ai/?utm_source=LesPepitesTech.com,2 Place de Wagram,,,,,
automatika robotics,"Building the software infrastructure for general purpose robots to intelligently comprehend space and human behavior, to safely collaborate with humans in all kinds of environments",https://storage.googleapis.com/dealroom-images-production/44/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xMC83OGExM2FkYjhkNjE1Mjc4YmJlZGYzOWJiOGVhMjFlOQ==.png,,,,,Non disponible,,B2B,€436—655k,"artificial intelligence, deep tech, hardware, manufacturing, robotics, selling own inventory",3 à 5 salariés,,"Montbonnot-Saint-Martin, France",,,,,109000.0
autrement (hotelhotel),Boutique hotel offering modern design and vibrant ambiance in prime nightlife locations,https://storage.googleapis.com/dealroom-images-production/24/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMS8xMi8yMS9jOTM3NzA3NjA0Zjc1NDdhMjlkM2IzZGQ1ZDdiYzY4Ng==.png,,,,,Non disponible,,B2C,,"transportation, travel",20 à 49 salariés,,"Marseille, France",,,,,
avanquest software,A world leader in developing software and applications,https://storage.googleapis.com/dealroom-images-production/3b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMi8wNC8xOS9jNjliZjkwNWEwZWFmY2VlMzhkZDEyMTY2ZWIxYTUyNQ==.png,,,,,Non disponible,,B2C,,"subscription, technology, virtual reality",20 à 49 salariés,,"La Garenne-Colombes, France",,,,,
avantagesmax,L'application qui vous offre un maximum d'avantages près de chez vous,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-avantagesmax.png,,,,,Non disponible,,,,app mobile,,https://www.avantagesmax.app/?utm_source=LesPepitesTech.com,Palau-del-Vidre,,,,,
avatar medical,AVATAR MEDICAL's technology instantly creates interactive 3D representations of patients based on standard medical images in an immersive virtual reality context,https://storage.googleapis.com/dealroom-images-production/2b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNC82ZmJhMjU3ODAxNjgzOWM5ZTg3OTU1MmM0MjBjM2FmZA==.png,,,,,Non disponible,,B2B,€20—30m,"3d technology, deep tech, health, health platform, medical devices, saas, subscription, virtual reality",20 à 49 salariés,,"Paris, France",,,,,8700000.0
avenir telecom,Leading force within the mobile phone industry in Europe and offers 25 years of expertise and experience to its customers,https://storage.googleapis.com/dealroom-images-production/47/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8xOC8yNGNlZGZhYmUwNWEwYThkYmY2NWVmNTJjNWY5NTg0Yw==.png,,,,,Non disponible,,B2B,(€9m),telecommunication,200 à 499 salariés,,"Marseille, France",1989-01-01,,,,
avis de gourmets,"Facilitates the discovery of local producers, artisans and businesses and supports quality local trade",https://storage.googleapis.com/dealroom-images-production/ac/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi84MzA5NTk0ZTkyNTRkOWVmZDNlMWQzODAyNTlhNWJlYw==.png,,,,,Non disponible,,B2C,,"food, saas",3 à 5 salariés,,"Roubaix, France",,,,,
avolingo,"AvoLingo is revolutionizing language education by using AI to connect teachers and students, making education more affordable and accessible for every student. Our platform allow teachers and students to connect through teachers' AI avatars. These avatars interact with students, adapt to their unique learning style, pace, and needs, and guide them through the teachers' lecture materials. This personalized approach provides each student with tailored language learning support.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/9b3c53b2-4bde-4509-b866-73e1482c39c91,,,,,Non disponible,,,,"education, artificial intelligence, edtech, ia, avatars, langues, deeptech",,https://www.avo-lingo.com/,KARLSRUHE,,,,,
avomo vr,"Avomo VR révolutionne la préservation du patrimoine culturel en proposant des jumeaux numériques qui garantissent sa transmission aux générations futures. Exposant à VivaTech sous la thématique ""Patrimoine"", notre technologie de réalité virtuelle offre une immersion totale, permettant aux visiteurs de vivre et de ressentir l'histoire de manière unique et captivante. En utilisant des techniques de modélisation avancées et des narrations interactives, nous créons des expériences qui non seulement éduquent mais aussi éveillent une prise de conscience sur l'importance de la conservation du patrimoine. Rejoignez Avomo VR pour explorer des sites historiques et des trésors culturels comme jamais auparavant, et découvrez comment la technologie moderne peut être au service de la mémoire collective.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/bbc9ef05-b6bd-4a06-ae31-0156b4bafbf61,,,,,Non disponible,,,,"marketing & advertising, artificial intelligence, govtech & public sector, vr, patrimoine, jumeauxnumériques, immersion",,https://vivatechnology.com/partners/avomovr.fr,CHÂTEAUROUX,,,,,
avrio medtech,"Diagnostic tools for intracranial EEG procedures, leveraging biomarkers to improve epilepsy treatment",https://storage.googleapis.com/dealroom-images-production/8f/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yOC85YjQwYTVlMzliZDNlMjE3MmFhYTU0NmJiOTI1NWY3Mg==.png,,,,,Non disponible,,B2B,,"artificial intelligence, commission, health, manufacturing",20 à 49 salariés,,"Toulouse, France",2023-01-01,,,,
avsimulation,"AVSimulation : Innovate. Simulate, Accelerate.",https://storage.googleapis.com/dealroom-images-production/a4/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi9iOGM4MjM5Y2ViZjE3MjQ5NTEyZWZhYWVhODAxZjVkZA==.png,,,,,Non disponible,,,€40—60m,"enterprise software, saas",50 à 99 salariés,,"Boulogne-Billancourt, France",,,,,10000000.0
awatech / trouvervotreavocat.com,Marketing digital et cybersécurité pour les métiers du droit,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/newlogo4-bleu-notext-carre.png,,,,,Non disponible,,,,cybersecurité,,http://www.trouvervotreavocat.com/?utm_source=LesPepitesTech.com,95 RUE DE LA SANTE,,,,,
awit,"We specialize in sustainable optimization through digitization and AI. We have developed our own methodology for eco-friendly analysis and development. Our goal is to improve businesses' processes sustainably for greater efficiency, reduced costs and carbon emissions, and enhanced well-being for employees at work.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/0239eca6-ae08-444b-b8b6-84c0e8b1d6c61,,,,,Non disponible,,,,"artificial intelligence, climate tech, durabilité, ia, optimisation, numérisation, growth & investment",,https://vivatechnology.com/partners/awit-consulting.com,LIÈGE,,,,,
aworld,"AWorld is a leading SaaS platform committed to fostering sustainability among individuals and organizations. With a foundation built on AI, gamification and data analytics, AWorld offers a unique ecosystem designed to measure, incentivize, and educate users (citizens, employees, customers, fans) about their CO2 footprint and the environmental and social impact of their lifestyle. By monitoring CO2 emissions in real time and proposing customised missions powered by AI, AWorld nudges users towards sustainable habits thanks to the Impact Engagement™ framework. The data collected enable organisations to profile, measure and improve their stakeholders' ESG knowledge and to enrich their ESG and GHG reports. Trusted by entities like the United Nations and the European Commission, AWorld has been recognized by Google as the Best App for Good in 2023. The client roster includes global corporations, cities, universities, and event organizers, demonstrating its effectiveness in driving change.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/cc7f3208-e3f1-475e-a956-95c17fe2692b1,,,,,Non disponible,,,,"sustainability, ai, gamification, esg, climate tech, education, hr & future of work",,https://aworld.org/,TORINO,,,,,
axel one,Collaborative research platform for chemistry an innovation,https://storage.googleapis.com/dealroom-images-production/de/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC83NmI0MTc3OWI3NDgwZjhhMTkzYTIwYTBlOWU2NmUzOA==.png,,,,,Non disponible,,B2B,€7—11m,"energy, enterprise software, saas",20 à 49 salariés,,"Solaize, France",2011-01-01,,,,1800000.0
axelera ai,"Axelera AI develops chips for inference on edge devices, powered by its patented digital in-memory computing architecture and RISC-V controlled dataflow technology. The company’s first product, Metis, which is already in the hands of paying customers, delivers higher performance and efficiency (TOPS per $ and watt) than its competitors. It was designed for running complex computer vision applications on edge devices.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/4a6b9fc0-625c-4b8d-9b53-32d6107234c31,,,,,Non disponible,,,,"edgecomputing, aichips, computervision, risc-v, artificial intelligence, deeptech",,https://axelera.ai/,EINDHOVEN,,,,,
axem technology,RFID manufacturer and expert,https://storage.googleapis.com/dealroom-images-production/d8/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMi8wMi83MDc0MDRlN2U3OWEwNTNiZjU5NjlmNzIzY2E4MGIzYw==.png,,,,,Non disponible,,B2B,,"autonomous & sensor tech, deep tech, hardware, iot internetofthings, manufacturing, navigation & mapping, security, selling own inventory, transportation",20 à 49 salariés,,"Créteil, France",,,,,
axeptio,Enhances the brand image and retention rate,https://storage.googleapis.com/dealroom-images-production/1d/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi8yZjU0OWYwY2ZhMGRhYTdjYTZjYWU4MzAyMTNlMjZlOQ==.png,,,,,Non disponible,,B2B,€13—19m,"enterprise software, marketing, saas",50 à 99 salariés,,"Montpellier, France",2017-01-01,,,,3200000.0
axo science,Development of high-throughput and multiplexed microarray diagnostic solutions,https://storage.googleapis.com/dealroom-images-production/26/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNC9hOWQzNWVlNGYxMGI1NmE4NTUzZjEyNGU3NTdmY2ZiMA==.png,,,,,Non disponible,,B2B,,"biotechnology, health, manufacturing",3 à 5 salariés,,"Villeurbanne, France",,,,,1900000.0
axokey,Solution de paiement phygitale innovante,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_236.png,,,,,Non disponible,,,,api,,http://www.axokey.com/?utm_source=LesPepitesTech.com,Toulouse,,,,,
axolo,"Helping teams merge pull requests faster, increasing productivity",https://storage.googleapis.com/dealroom-images-production/e5/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNC9lOWM2MTZlYTA3OTBlODNkYWI0YmQyOGFlMDJlMDRhOA==.png,,,,,Non disponible,,B2B,,"enterprise software, saas",3 à 5 salariés,,"Paris, France",,,,,114000.0
axègaz,France-based small scale liquid natural gas,https://storage.googleapis.com/dealroom-images-production/48/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMy8yYzkyOWUzZTNhNTI3ZGQ4YzZjNDFkODllMWQ5YjJkNw==.png,,,,,Non disponible,,B2B,€15—22m,"energy, manufacturing, oil & gas",20 à 49 salariés,,"Levallois-Perret, France",,,,,3700000.0
ayolab,Leveraging the power of data science to build the tools brands and retailers need to understand their online presence,https://storage.googleapis.com/dealroom-images-production/c6/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNy82NzdmYmNhYWE1MmY1ZGZiZDNiMzAyNTM3MzA5YzViMg==.png,,,,,Non disponible,,B2B,,"commission, crm & sales, marketing, saas",20 à 49 salariés,,"Paris, France",2017-01-01,,,,
ayruu,"L'agrégateur de transport, d'hébergement et de mobilité à usage business",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-ayruu-01.png,,,,,Non disponible,,,,businesstravel,,https://ayruu.com/?utm_source=LesPepitesTech.com,"STATION F, Parvis Alan Turing, Paris",,,,,
aywajieune,"Aywajieune is an online platform for fish products. It allows fishermen to sell their products easily to consumers, restaurants and hotels which benefit from an easier access to the market and competitive prices",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/158ee502-77dd-4cfc-94fc-bff5a86a90a01,,,,,Non disponible,,,,"b2b services, food & agriculture, cloud & infrastructure, ecommerce, seafood, marketplace, agritech",,https://aywajieune.co/,DAKAR,,,,,
azalead,Forrester Research finds Jabmo is leading platform for account-based marketing (ABM) and best for industrial manufacturers,https://storage.googleapis.com/dealroom-images-production/4e/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNS9mMzc0YzQwNzk4MjZjYmViMDFlYWY5MTUzOGU0YjE3Mw==.png,,,,,Non disponible,,B2B,€18—27m,"enterprise software, marketing, saas, subscription",20 à 49 salariés,,"Paris, France",,,,,6500000.0
b in touch,"Smart Business Cards For Modern Networking. A huge part of our culture at B in Touch is focusing on sustainable solutions that help the environment. B in Touch uses technology instead of wasteful paper to connect professionals, clients, and people, saving forests around the world. With B in Touch it’s way more than just a Business Card. Come and Talk to us to learn more about our Business Intelligence Solutions.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/f030d550-9a77-40af-bd06-912f7eab31371,,,,,Non disponible,,,,"b2b services, retail & e-commerce, networking, sustainability, technology, businessintelligence, data management & crm",,https://b-in-touch.fr/,PARIS,,,,,
b reputation,"First professional network for companies to be reviewed by their clients, suppliers and employees",https://storage.googleapis.com/dealroom-images-production/bf/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMy83N2IxNWQ0ODlhYThkZGZiZTM4MzJhNWNiYjcwMjYwYw==.png,,,,,Non disponible,,B2B,€4—6m,jobs recruitment,3 à 5 salariés,,"Paris, France",,,,,1000000.0
b&a therapeutics,Development of a new therapeutic approach to Parkinson's disease,https://storage.googleapis.com/dealroom-images-production/8d/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wOS8yMy9hZmI4Mjk5Yzg3NTY5MGRjNjk3MWJjNWE4MDBjODIzYQ==.png,,,,,Non disponible,,B2B,,"biotechnology, commission, health, manufacturing",1 ou 2 salariés,,"Marseille, France",2020-01-01,,,,
